air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
22.16,115.8,565.4,638.6,22,16,10.23 02:55,10.23 12:25
22.16,146.2,528.2,633.4,22.8,19,10.23 03:00,10.23 12:30
22.18,173.8,493.2,627.6,23,22,10.23 03:05,10.23 12:35
22.14,198,472.4,631.4,23,25,10.23 03:10,10.23 12:40
22.14,207.4,461.2,629.2,24,28,10.23 03:15,10.23 12:45
22.16,145,530.2,627.6,24,30.2,10.23 03:20,10.23 12:50
22.16,79,595,618.4,25,33.2,10.23 03:25,10.23 12:55
22.14,79.2,593.8,614.6,25.8,36,10.23 03:30,10.23 13:00
22.14,77.6,588.8,605.8,26,38,10.23 03:35,10.23 13:05
22.16,72.4,593.2,601,27,40.2,10.23 03:40,10.23 13:10
22.16,73.8,592.4,599,27.8,43,10.23 03:45,10.23 13:15
22.12,75.2,591.6,596,28,45,10.23 03:50,10.23 13:20
22.14,78.6,590.6,594.8,29,47,10.23 03:55,10.23 13:25
22.12,103.2,543,573.8,30,49,10.23 04:00,10.23 13:30
22.12,124.2,505,559.2,30.8,50.2,10.23 04:05,10.23 13:35
22.12,95,566.6,578.4,31,52.2,10.23 04:10,10.23 13:40
22.12,84.8,586.6,580.4,32,54,10.23 04:15,10.23 13:45
22.14,98.2,556.6,564,33,55.2,10.23 04:20,10.23 13:50
22.12,125.2,506,544.4,34,57.2,10.23 04:25,10.23 13:55
22.14,90.8,573.6,560.8,35,59,10.23 04:30,10.23 14:00
22.12,88,581.2,559.2,36,60,10.23 04:35,10.23 14:05
22.14,105.2,579.6,569.4,37,61.2,10.23 04:40,10.23 14:10
22.14,119.8,577.8,577.2,37.8,63,10.23 04:45,10.23 14:15
22.14,110.6,576.2,560.6,38.8,64,10.23 04:50,10.23 14:20
22.14,104.8,574.2,547.2,39.8,65.2,10.23 04:55,10.23 14:25
22.1,146.8,530.6,550.2,40.8,66.2,10.23 05:00,10.23 14:30
22.08,183.8,473.4,538.2,41.8,68,10.23 05:05,10.23 14:35
22.02,158.4,511.2,535.2,42.8,69,10.23 05:10,10.23 14:40
21.98,128.4,551,528.2,43,70,10.23 05:15,10.23 14:45
21.96,104.8,563.6,507,44,71,10.23 05:20,10.23 14:50
21.92,92.4,561,485.8,45,72,10.23 05:25,10.23 14:55
21.86,119,509.8,470,46,73,10.23 05:30,10.23 15:00
21.82,146.6,450.2,450.6,47,74,10.23 05:35,10.23 15:05
21.8,145,447.4,441.4,48.8,75,10.23 05:40,10.23 15:10
21.74,142.6,450.2,434.8,49.8,76,10.23 05:45,10.23 15:15
